set_num,name,num_parts
7346-1,Seaside House,415
7347-1,Highway Pickup,812
735-1,Basic Building Set,538
7383-1,Creator Watch,0
740-1,Basic Building Set,530
740-2,12V Transformer for 220V Pack,1
7409-1,Secret of the Tomb,42
7410-1,Jungle River,66
741-1,12V New Transformer for 220V Pack,1
7411-1,Tygurah's Roar,94
7412-1,Yeti's Hideout,114
7413-1,Passage of Jun-Chi,101
7414-1,Elephant Caravan,104
7415-1,Aero Nomad,120
7416-1,Emperor's Ship,178
7417-1,Temple of Mount Everest,288
7418-1,Scorpion Palace,354
7418-2,Scorpion Palace and Foam Scimitar,2
7419-1,Dragon Fortress,741
7420-1,Thunder Blazer,69
742-1,12V New Transformer for 110V Pack,1
7422-1,Airplane,33
7422-2,Red Eagle,33
7423-1,Mountain Sleigh,30
7423-2,Mountain Sleigh (Kabaya Promotional),30
7424-1,Black Cruiser,28
7424-2,Small Car,28
744-1,Universal Building Set,540
745-1,"Baseplate, Green",1
7452-1,Lime/Black Racer,34
7453-1,Yellow/Black Racer,28
746-1,"Baseplates, Green and Yellow",2
7467-1,International Space Station,162
7468-1,Saturn V Moon Mission,176
7469-1,Mission to Mars,416
7470-1,Space Shuttle Discovery,827
747-1,"Baseplates, Red and Blue",2
7471-1,Mars Exploration Rover,861
7473-1,Street Sprinter vs. Mutant Lizard,38
7474-1,Urban Avenger vs. Raptor,78
7475-1,Fire Hammer vs. Mutant Lizards,258
7476-1,Iron Predator vs. T-Rex,273
7477-1,T-1 Typhoon vs. T-Rex,579
7498-1,Police Station,785
7499-1,Flexible Rails,24
75000-1,Clone Troopers vs. Droidekas,124
75001-1,Republic Troopers vs. Sith Troopers,62
75002-1,AT-RT,222
75003-1,A-wing Starfighter,177
75004-1,Z-95 Headhunter,371
75005-1,Rancor Pit,380
75006-1,LEGO Star Wars Jedi Starfighter and Kamino,61
75007-1,Republic Assault Ship & Coruscant,74
75008-1,LEGO Star Wars TIE Bomber and Asteroid Field,60
75009-1,Snowspeeder & Planet Hoth,69
750-1,8 Straight 12V Conducting Rails,8
75010-1,B-wing Starfighter & Planet Endor,83
7501-1,Bangle Minis,32
75011-1,Tantive IV & Planet Alderaan,102
75012-1,BARC Speeder with Sidecar,225
75013-1,Umbaran MHC (Mobile Heavy Cannon),491
75014-1,Battle Of Hoth,415
75015-1,Corporate Alliance Tank Droid,271
75016-1,Homing Spider Droid,295
75017-1,Duel on Geonosis,391
75018-1,JEK-14's Stealth Starfighter,548
75019-1,AT-TE,792
75020-1,Jabba’s Sail Barge,848
7502-1,Photo Minis,30
75021-1,Republic Gunship,1173
75022-1,Mandalorian Speeder,210
75023-1,"Advent Calendar 2013, Star Wars",24
75023-10,"Advent Calendar 2013, Star Wars (Day  9) - Republic Assault Ship",12
75023-11,"Advent Calendar 2013, Star Wars (Day 10) - Clone Trooper",4
75023-12,"Advent Calendar 2013, Star Wars (Day 11) - AT-TE Walker",15
75023-13,"Advent Calendar 2013, Star Wars (Day 12) - Republic Dropship",11
75023-14,"Advent Calendar 2013, Star Wars (Day 13) - Battle Droid",5
75023-15,"Advent Calendar 2013, Star Wars (Day 14) - Geonosian Starfighter",11
75023-16,"Advent Calendar 2013, Star Wars (Day 15) - Geonosian Warrior",3
75023-17,"Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",10
75023-18,"Advent Calendar 2013, Star Wars (Day 17) - Naboo Cruiser",16
75023-19,"Advent Calendar 2013, Star Wars (Day 18) - Scout Trooper",4
75023-2,"Advent Calendar 2013, Star Wars (Day  1) - R5-F7",4
75023-20,"Advent Calendar 2013, Star Wars (Day 19) - Separatist Shuttle",18
75023-21,"Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter",13
75023-22,"Advent Calendar 2013, Star Wars (Day 21) - Jango Fett's Slave I",20
75023-23,"Advent Calendar 2013, Star Wars (Day 22) - Young Boba Fett",4
75023-24,"Advent Calendar 2013, Star Wars (Day 23) - Jet Pack Sled",16
75023-25,"Advent Calendar 2013, Star Wars (Day 24) - Holiday Jango Fett",9
75023-3,"Advent Calendar 2013, Star Wars (Day  2) - Dooku's Solar Sailer",11
75023-4,"Advent Calendar 2013, Star Wars (Day  3) - FA-4 Pilot Droid",9
75023-5,"Advent Calendar 2013, Star Wars (Day  4) - Zam Wesell's Speeder",14
75023-6,"Advent Calendar 2013, Star Wars (Day  5) - Twin-Pod Cloud Car",16
75023-7,"Advent Calendar 2013, Star Wars (Day  6) - Endor Rebel Trooper",4
75023-8,"Advent Calendar 2013, Star Wars (Day  7) - Weapons Depot",11
75023-9,"Advent Calendar 2013, Star Wars (Day  8) - Republic Gunship",14
75024-1,HH-87 Starhopper,361
75025-1,Jedi Defender-class Cruiser,925
75028-1,Clone Turbo Tank,96
75029-1,AAT,95
75030-1,Millennium Falcon,94
75031-1,TIE Interceptor,92
75032-1,X-Wing Fighter,97
75033-1,Star Destroyer,97
75034-1,Death Star Troopers,100
75035-1,Kashyyyk Troopers,99
75036-1,Utapau Troopers,83
75037-1,Battle on Saleucami,179
75038-1,Jedi Interceptor,222
75039-1,V-Wing Starfighter,200
75040-1,General Grievous' Wheel Bike,261
7504-1,Friendship Frame / Mirror,15
75041-1,Vulture Droid,204
75042-1,Droid Gunship,438
75043-1,AT-AP,715
75044-1,Droid Tri-Fighter,261
75045-1,Republic AV-7 Anti-Vehicle Cannon,434
75046-1,Coruscant Police Gunship,479
75048-1,The Phantom,233
75049-1,Snowspeeder,278
75050-1,B-Wing,447
7505-1,Flowered Hair Bands,16
75051-1,Jedi Scout Fighter,488
75052-1,Mos Eisley Cantina,614
75053-1,The Ghost,927
75054-1,AT-AT,1136
75055-1,Imperial Star Destroyer,1357
75056-1,Advent Calendar 2014 Star Wars,24
75056-10,Advent Calendar 2014 Star Wars (Day 9) - Anakin's Jedi Starfighter,13
75056-11,Advent Calendar 2014 Star Wars (Day 10) - TIE Fighter,11
75056-12,Advent Calendar 2014 Star Wars (Day 11) - TIE Fighter Pilot,4
75056-13,Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,15
75056-14,Advent Calendar 2014 Star Wars (Day 13) - Luke Skywalker,4
75056-15,Advent Calendar 2014 Star Wars (Day 14) - Moisture Vaporator ,14
75056-16,Advent Calendar 2014 Star Wars (Day 15) - Snowspeeder,19
75056-17,Advent Calendar 2014 Star Wars (Day 16) - Snowspeeder Pilot,4
75056-18,Advent Calendar 2014 Star Wars (Day 17) - Hoth Command Center,16
75056-19,Advent Calendar 2014 Star Wars (Day 18) - General Rieekan,4
75056-2,Advent Calendar 2014 Star Wars (Day 1) - Armored Assault Tank (AAT),14
75056-20,Advent Calendar 2014 Star Wars (Day 19) - Holiday Speeder Bike,19
75056-21,Advent Calendar 2014 Star Wars (Day 20) - Imperial Shuttle,11
75056-22,Advent Calendar 2014 Star Wars (Day 21) - Anakin's Y-wing Starfighter,20
75056-23,Advent Calendar 2014 Star Wars (Day 22) - Festive Astromech,7
75056-24,Advent Calendar 2014 Star Wars (Day 23) - Holiday Fireplace,26
75056-25,Advent Calendar 2014 Star Wars (Day 24) - Santa Darth Vader,6
75056-3,Advent Calendar 2014 Star Wars (Day 2) - Super Battle Droid,4
75056-4,Advent Calendar 2014 Star Wars (Day 3) - Republic Cannon,18
75056-5,Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat,5
75056-6,Advent Calendar 2014 Star Wars (Day 5) - Clone Trooper Weapon Station,11
75056-7,Advent Calendar 2014 Star Wars (Day 6) - Vulture Droid,9
75056-8,Advent Calendar 2014 Star Wars (Day 7) - Snowball Missle Launcher,16
75056-9,Advent Calendar 2014 Star Wars (Day 8) - Snowtrooper ,4
75058-1,MTT,951
75059-1,Sandcrawler,3294
75060-1,Slave I,1994
7506-1,Starry Bangles and Rings,9
7507-1,Jewels-n-Rings,80
75072-1,ARC-170 Starfighter,95
75073-1,Vulture Droid,77
75074-1,Snowspeeder,97
75075-1,AT-AT,88
75076-1,Republic Gunship,105
75077-1,Homing Spider Droid,102
75078-1,Imperial Troop Transport,141
75079-1,Shadow Troopers,95
75080-1,AAT,251
7508-1,Jewels-n-Bands,80
75081-1,T-16 Skyhopper,246
75082-1,TIE Advanced Prototype,354
75083-1,AT-DP,498
75084-1,Wookiee Gunship,568
75085-1,Hailfire Droid,163
75086-1,Battle Droid Troop Carrier,565
75087-1,Anakin's Custom Jedi Starfighter,369
75088-1,Senate Commando Troopers,106
75089-1,Geonosis Troopers,105
75090-1,Ezra's Speeder Bike,267
75090-2,Ezra's Speeder Bike,253
7509-1,Jewels-n-Clips,72
75091-1,Flash Speeder,311
75092-1,Naboo Starfighter,440
75093-1,Death Star Final Duel,722
75094-1,Imperial Shuttle Tydirium,935
75095-1,UCS TIE Fighter,1683
75096-1,Sith Infiltrator,659
75097-1,LEGO® Star Wars™ Advent Calendar,292
75098-1,Assault on Hoth,2139
75099-1,Rey's Speeder™,192
75100-1,First Order Snowspeeder™,443
7510-1,Trendy Tote Hot Pink,89
75101-1,First Order Special Forces TIE fighter™,519
75102-1,Poe’s X-Wing Fighter™,715
75103-1,First Order Transporter™,783
75104-1,Kylo Ren’s Command Shuttle™,1002
75105-1,Millennium Falcon™,1328
75106-1,Imperial Assault Carrier,1214
75107-1,Jango Fett™,85
75108-1,Clone Commander Cody™,82
75109-1,Obi-Wan Kenobi™,83
751-1,8 Curved 12V Conducting Rails,8
75110-1,Luke Skywalker™,83
7511-1,Trendy Tote Tangerine,94
75111-1,Darth Vader™,160
75112-1,General Grievous™,186
75113-1,Rey,84
75114-1,First Order Stormtrooper,81
75115-1,Poe Dameron,101
75116-1,Finn,98
75117-1,Kylo Ren,86
75118-1,Captain Phasma,82
75119-1,Sergeant Jyn Erso,104
75120-1,K-2SO,169
7512-1,Trendy Tote Sky Blue,94
75121-1,Imperial Death Trooper,105
75125-1,Resistance X-Wing Fighter,87
75126-1,First Order Snowspeeder,91
75127-1,The Ghost,104
75128-1,TIE Advanced Prototype,93
75129-1,Wookiee Gunship,84
75130-1,AT-DP,76
75131-1,Resistance Trooper Battle Pack,112
75132-1,First Order Battle Pack,88
75133-1,Rebel Alliance Battle Pack,99
75134-1,Galactic Empire™ Battle Pack,109
75135-1,Obi-Wan's Jedi Interceptor,212
75136-1,Droid Escape Pod,196
75137-1,Carbon-Freezing Chamber,231
75138-1,Hoth Attack,230
75139-1,Battle on Takodana,403
75140-1,Resistance Troop Transporter,644
7514-1,Sweet Dreamy Jewels,12
75141-1,Kanan's Speeder Bike,226
75142-1,Homing Spider Droid,309
75144-1,Snowspeeder,1702
75145-1,Eclipse Fighter,363
75146-1,Advent Calendar 2016 Star Wars,282
75147-1,StarScavenger,557
75148-1,Encounter on Jakku,529
75149-1,Resistance X-Wing Fighter,738
75150-1,Vader’s TIE Advanced vs. A-Wing Starfighter,700
75151-1,Clone Turbo Tank,902
75152-1,Imperial Assault Hovertank,385
75153-1,AT-ST Walker,448
75154-1,TIE Striker,541
75155-1,Rebel U-Wing Fighter,657
75156-1,Krennic’s Imperial Shuttle,861
75157-1,Captain Rex’s AT-TE,969
75158-1,Rebel Combat Frigate,934
75159-1,Death Star,4023
75160,U-wing,107
75160-1,U-wing,108
7516-1,Cool Starry Jewels,52
75161-1,Tie Striker Microfighter,87
75162-1,Y-wing,90
75163-1,Krennics Imperial Shuttle Microfighter,77
75164-1,Rebel Trooper Battle Pack,119
75165-1,Imperial Trooper Battle Pack,112
75166-1,First Order Transport Speeder Battle Pack,115
75167-1,"Bounty Hunter Speeder Bike"" Battle Pack",125
75168-1,Yoda's Jedi Starfighter,262
75169-1,Duel on Naboo,207
75170-1,The Phantom,267
75171-1,Battle on Scarif,419
75172-1,Y-Wing Starfighter,688
75173-1,Luke's Landspeeder,148
75174-1,Desert Skiff Escape,284
75175-1,A-Wing Starfighter,356
75178-1,Jakku Quadjumper,455
75180-1,"Rathtar"" Escape",836
7518-1,Cool Room Catchers,113
75182-1,Republic Fighter Tank,302
75183-1,"Darth Vader"" Transformation",290
75185-1,Tracker I,557
75186-1,The Arrowhead,773
75191-1,"Jedi Starfighter"" With Hyperdrive",831
7522-1,Let's Party,3
7523-1,Hip Hair Set,16
7524-1,Glamour Girl Purse,18
7525-1,Sunshine Picture Stand,22
7526-1,My Starry Notes,27
7527-1,Pretty in Pink Beauty Set,136
7528-1,Designer Desk Set,71
7529-1,Stylin' Stationery Set,75
7530-1,Starry Decoration Set,71
753-1,Automatic Right Electric Switch,5
7531-1,The Ultimate Jewelry Collection,152
7533-1,Pretty in Pink Jewels-n-More,66
7534-1,Stylin' Citrus Jewels-n-More,67
7535-1,Groovy Grape Jewels-n-More,67
7537-1,Cool Carry-All Set,72
7540-1,Friends 4-Ever Jewels & More,66
754-1,Automatic Left Electric Switch,5
7545-1,Pink & Pearls Jewels 'n' More,68
7546-1,Tropical Breeze Jewels 'n' More,73
7548-1,Fun Flamingo Frames 'n' More,79
7549-1,Totally Tropical Decor Set,132
755-1,Left and Right Switches,12
75523-1,Scarif Stormtrooper,89
75524-1,Chirrut Îmwe,87
75525-1,Baze Malbus,147
7553-1,Advent Calendar 2011 City,24
7553-10,Advent Calendar 2011 City (Day  9) Ice Fisherman,5
7553-11,Advent Calendar 2011 City (Day 10) Camp Fire and Fishing Pole,6
75531-1,"Stormtrooper"" Commander",99
7553-12,Advent Calendar 2011 City (Day 11) Wall with Doorway,15
7553-13,Advent Calendar 2011 City (Day 12) Wall with Small Window,15
7553-14,Advent Calendar 2011 City (Day 13) Police Officer with Radio,5
7553-15,Advent Calendar 2011 City (Day 14) Forensic Lab,10
7553-16,Advent Calendar 2011 City (Day 15) Police Car Base,14
7553-17,Advent Calendar 2011 City (Day 16) Police Car Middle Section,11
7553-18,Advent Calendar 2011 City (Day 17) Police Car Top Section,7
7553-19,Advent Calendar 2011 City (Day 18) Robber with Crowbar,5
7553-2,Advent Calendar 2011 City (Day  1) Robber with Snowball,6
7553-20,Advent Calendar 2011 City (Day 19) Safe with Gold Bars,10
7553-21,Advent Calendar 2011 City (Day 20) Orange Snowmobile,8
75532-1,"Scout Trooper"" & Speeder Bike",447
7553-22,Advent Calendar 2011 City (Day 21) Sled with Crate,6
7553-23,Advent Calendar 2011 City (Day 22) White Snowmobile,8
7553-24,Advent Calendar 2011 City (Day 23) Dog with Bone,2
7553-25,Advent Calendar 2011 City (Day 24) Santa and Fireplace,18
7553-3,Advent Calendar 2011 City (Day  2) Catapult,8
7553-4,Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs,5
7553-5,Advent Calendar 2011 City (Day  4) Wall with Barred Window,14
7553-6,Advent Calendar 2011 City (Day  5) Wall with Large Window,18
7553-7,Advent Calendar 2011 City (Day  6) Christmas Tree,18
7553-8,Advent Calendar 2011 City (Day  7) Skateboard and Gifts,13
7553-9,Advent Calendar 2011 City (Day 8) Bed,5
7554-1,Pearly Pink Bracelet & Bands,63
7557-1,Blooms & Butterflies,14
7558-1,Shells & Starfish,14
7559-1,Sports & Stars,14
756-1,Electric Crossing,5
7566-1,Farmer,16
7567-1,Traveler,21
7569-1,Desert Attack,57
7570-1,The Ostrich Race,169
757-1,Storage Tray,1
7571-1,The Fight for the Dagger,259
7572-1,Quest Against Time,506
7573-1,Battle of Alamut,821
7574-1,Advent Calendar 2005 Clikits,24
7574-10,Advent Calendar 2005 Clikits  (Day 9) Hair Band,4
7574-11,Advent Calendar 2005 Clikits (Day 10) Paper Clip,10
7574-12,Advent Calendar 2005 Clikits (Day 11) Picture Frame,6
7574-13,Advent Calendar 2005 Clikits (Day 12) Gift Tag with Icons,4
7574-14,Advent Calendar 2005 Clikits (Day 13) Hair Band,7
7574-15,Advent Calendar 2005 Clikits (Day 14) Ring,3
7574-16,Advent Calendar 2005 Clikits (Day 15) Hair Band,7
7574-17,Advent Calendar 2005 Clikits (Day 16) Gift Tag with Icons,4
7574-18,Advent Calendar 2005 Clikits (Day 17) Icons,8
7574-19,Advent Calendar 2005 Clikits (Day 18) Bracelet,9
7574-2,Advent Calendar 2005 Clikits  (Day 1) Ring,3
7574-20,Advent Calendar 2005 Clikits (Day 19) Necklace,4
7574-21,Advent Calendar 2005 Clikits (Day 20) Paper Clip,3
7574-22,Advent Calendar 2005 Clikits (Day 21) Bangle,2
7574-23,Advent Calendar 2005 Clikits (Day 22) Hair Band,4
7574-24,Advent Calendar 2005 Clikits (Day 23) Gift Tag with Icons,4
7574-25,Advent Calendar 2005 Clikits (Day 24) Hair Grip,3
7574-3,Advent Calendar 2005 Clikits  (Day 2) Hair Band,7
7574-4,Advent Calendar 2005 Clikits  (Day 3) Necklace,4
7574-5,Advent Calendar 2005 Clikits  (Day 4) Icons,8
7574-6,Advent Calendar 2005 Clikits  (Day 5) Bangle,3
7574-7,Advent Calendar 2005 Clikits  (Day 6) Magnet,3
7574-8,Advent Calendar 2005 Clikits  (Day 7) Trinket Box,3
7574-9,Advent Calendar 2005 Clikits  (Day 8) Magnet,3
7575-1,Advent Calendar 2004 Clikits,24
7575-10,Advent Calendar 2004 Clikits (Day  9) Bracelet,4
7575-11,Advent Calendar 2004 Clikits (Day 10) Hair Band,5
7575-12,Advent Calendar 2004 Clikits (Day 11) Icons,10
7575-13,Advent Calendar 2004 Clikits (Day 12) Necklace,8
7575-14,Advent Calendar 2004 Clikits (Day 13) Hair Band,4
7575-15,Advent Calendar 2004 Clikits (Day 14) Gift Tag with Icons,4
7575-16,Advent Calendar 2004 Clikits (Day 15) Ring,4
7575-17,Advent Calendar 2004 Clikits (Day 16) Necklace,4
7575-18,Advent Calendar 2004 Clikits (Day 17) Bangle,2
7575-19,Advent Calendar 2004 Clikits (Day 18) Paper Clip / Hair Clip,10
7575-2,Advent Calendar 2004 Clikits (Day  1) Paper Clip / Hair Clip,3
7575-20,Advent Calendar 2004 Clikits (Day 19) Picture Frame,8
7575-21,Advent Calendar 2004 Clikits (Day 20) Hair Band,4
7575-22,Advent Calendar 2004 Clikits (Day 21) Gift Tag with Icons,4
7575-23,Advent Calendar 2004 Clikits (Day 22) Paper Clip / Hair Clip,3
7575-24,Advent Calendar 2004 Clikits (Day 23) Hair Band,5
7575-25,Advent Calendar 2004 Clikits (Day 24) Carry Case,5
7575-3,Advent Calendar 2004 Clikits (Day  2) Bracelet,4
7575-4,Advent Calendar 2004 Clikits (Day  3) Hair Band,7
7575-5,Advent Calendar 2004 Clikits (Day  4) Ring,10
7575-6,Advent Calendar 2004 Clikits (Day  5) Picture Frame,6
7575-7,Advent Calendar 2004 Clikits (Day  6) Bangle,2
7575-8,Advent Calendar 2004 Clikits (Day  7) Gift Tag with Icons,4
7575-9,Advent Calendar 2004 Clikits (Day  8) Hair Band,4
7577-1,Winter Wonder Palace,163
7578-1,Ultimate Princesses,158
7579-1,Blossom Fairy,49
7580-1,The Skating Princess,22
758-1,Storage Tray,1
7581-1,Winter Royal Stables,82
7582-1,Royal Summer Palace,174
75821-1,Piggy Car Escape,74
75822-1,Piggy Plane Attack,168
75823-1,Bird Island Egg Heist,282
75824-1,Pig City Teardown,385
75825-1,Piggy Pirate Ship,610
75826-1,King Pig’s Castle,854
75827-1,Firehouse Headquarters,4640
75828-1,Ecto1 & 2,552
7583-1,Playful Puppy,83
7585-1,Pony Stable,215
7586-1,Sunshine Home,448
75870-1,Chevrolet Corvette Z06,176
7587-1,Pony Jumping,57
75871-1,Ford Mustang GT,188
75872-1,Audi R18 e-tron quattro,168
75873-1,Audi R8 LMS ultra,178
75874-1,Chevrolet Camaro Drag Race,448
75875-1,Ford F-150 Raptor & Ford Model A Hot Rod,671
75876-1,Porsche 919 Hybrid and 917K Pit Lane,742
75877-1,Mercedes-AMG GT3,203
75878-1,Bugatti Chiron,181
75879-1,Scuderia Ferrari SF16-H,184
75880-1,McLaren 720S,160
75881-1,2016 Ford GT & 1966 Ford GT40,366
75882-1,Ferrari FXX K & Development Center,493
75883-1,"MERCEDES AMG PETRONAS Formula One"" Team",940
75899-1,LaFerrari,167
75900-1,Mummy Museum Mystery,109
7590-1,Woody and Buzz to the Rescue,92
75901-1,Mystery Plane Adventures,127
75902-1,The Mystery Machine,300
75903-1,Haunted Lighthouse,435
75904-1,Mystery Mansion,856
75908-1,458 Italia GT2,156
75909-1,McLaren P1,171
759-1,Storage Cabinet,1
75910-1,Porsche 918 Spyder,154
7591-1,Construct-a-Zurg,118
75911-1,McLaren Mercedes Pit Stop,340
75912-1,Porsche 911 GT Finish Line,561
75913-1,F14 T & Scuderia Ferrari Truck,889
75915-1,Pteranodon Capture,173
75916-1,Dilophosaurus Ambush,246
75917-1,Raptor Rampage,320
75918-1,T-Rex Tracker,519
75919-1,Indominus rex™ Breakout,1154
75920-1,Raptor Escape,391
7592-1,Construct-a-Buzz,205
7593-1,Buzz's Star Command Spaceship,251
7594-1,Woody's Roundup!,502
7595-1,Army Men on Patrol,90
7596-1,Trash Compactor Escape,367
7597-1,Western Train Chase,584
7598-1,Pizza Planet Truck Rescue,225
7599-1,Garbage Truck Getaway,404
76000-1,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,197
7600-1,Advent Calendar 2007 Belville,24
7600-10,Advent Calendar 2007 Belville (Day  9) Sleigh,9
7600-11,Advent Calendar 2007 Belville (Day 10) Snowman,9
76001-1,The Bat vs. Bane: Tumbler Chase,366
7600-12,Advent Calendar 2007 Belville (Day 11) Turret,4
7600-13,Advent Calendar 2007 Belville (Day 12) Rabbit,3
7600-14,Advent Calendar 2007 Belville (Day 13) Fruit Cup and Bottles,9
7600-15,Advent Calendar 2007 Belville (Day 14) Flowers,8
7600-16,Advent Calendar 2007 Belville (Day 15) Vanity Case,5
7600-17,Advent Calendar 2007 Belville (Day 16) Fireplace,20
7600-18,Advent Calendar 2007 Belville (Day 17) Frog Book and Jewel Case,6
7600-19,Advent Calendar 2007 Belville (Day 18) Teddy Bear,5
7600-2,Advent Calendar 2007 Belville (Day  1) Fairy with Wand,2
7600-20,Advent Calendar 2007 Belville (Day 19) Jelly and Ice Cream,10
7600-21,Advent Calendar 2007 Belville (Day 20) Dog and Bowl,3
76002-1,Superman: Metropolis Showdown,119
7600-22,Advent Calendar 2007 Belville (Day 21) Toy Ball,13
7600-23,Advent Calendar 2007 Belville (Day 22) Festive Wreath,12
7600-24,Advent Calendar 2007 Belville (Day 23) Toy Castle,17
7600-25,Advent Calendar 2007 Belville (Day 24) Christmas Tree and Presents,9
7600-3,Advent Calendar 2007 Belville (Day  2) Bed,13
76003-1,Superman: Battle of Smallville,417
7600-4,Advent Calendar 2007 Belville (Day  3) Vanity Unit,8
76004-1,Spider-Man: Spider-Cycle Chase,236
7600-5,Advent Calendar 2007 Belville (Day  4) Jewel Chest,11
76005-1,Spider-Man: Daily Bugle Showdown,473
7600-6,Advent Calendar 2007 Belville (Day  5) Cat,6
76006-1,Iron Man: Extremis Sea Port Battle,194
7600-7,Advent Calendar 2007 Belville (Day  6) Tea Set,9
76007-1,Iron Man: Malibu Mansion Attack,363
7600-8,Advent Calendar 2007 Belville (Day  7) Chair and Desk Lamp,15
76008-1,Iron Man vs. The Mandarin: Ultimate Showdown,91
7600-9,Advent Calendar 2007 Belville (Day  8) Kitten,12
76009-1,Superman: Black Zero Escape,166
760-1,Storage Cabinet,5
76010-1,The Penguin Face Off,136
76011-1,Batman: Man-Bat Attack,183
76012-1,Batman: The Riddler Chase,303
76013-1,The Joker Steam Roller,485
76014-1,Spider-Trike vs. Electro,69
76015-1,Doc Ock Truck Heist,236
76016-1,Spider-Helicopter Rescue,298
76017-1,Captain America vs. Hydra,179
76018-1,Hulk Lab Smash,396
76019-1,Starblaster Showdown,195
760-2,London Bus,110
76020-1,Knowhere Escape Mission,432
7602-1,Jeep,46
76021-1,The Milano Spaceship Rescue,664
76022-1,X-Men vs. The Sentinel,335
76023-1,The Tumbler,1866
76025-1,Green Lantern vs. Sinestro,174
76026-1,Gorilla Grodd Goes Bananas,346
76027-1,Black Manta Deep Sea Strike,386
76028-1,Darkseid Invasion,543
