set_num,name,num_parts
8833-13,Red Cheerleader - Complete Set,7
8833-14,Actor - Complete Set,7
8833-15,Pirate Captain - Complete Set,7
8833-16,Alien Villainess - Complete Set,10
8833-17,LEGO Minifigures Series 8 - Complete,16
8833-18,Minifigure Series 8 (Box of 60),60
8833-2,Conquistador - Complete Set,8
8833-3,Lederhosen Guy - Complete Set,7
8833-4,Cowgirl - Complete Set,6
8833-5,Football Player - Complete Set,8
8833-6,Diver - Complete Set,8
8833-7,Downhill Skier - Complete Set,9
8833-8,Businessman - Complete Set,7
8833-9,Fairy - Complete Set,8
8835-1,Forklift,240
8836-1,Sky Ranger,273
8837-1,Pneumatic Excavator,257
8838-1,Shock Cycle,248
8839-1,Supply Ship,531
8840-1,Rally Shock n' Roll Racer,229
8841-1,Desert Racer,180
8842-1,Go-Cart,280
8843-1,Fork Lift Truck,272
8844-1,Helicopter,316
8845-1,Dune Buggy,174
8846-1,Tow Truck,379
8847-1,Dragster,250
8848-1,Power Truck,398
8849-1,Tractor,347
8850-1,Rally Support Truck,360
885-1,Space Scooter,20
8851-1,Excavator,362
8852-1,Robot,327
8853-1,Excavator / Digger,326
8854-1,Power Crane,516
8855-1,Prop Plane,570
8856-1,Whirlwind Rescue,516
8857-1,Street Chopper / Trike,377
8857-2,LEGO Motorcycle,409
8858-1,Rebel Wrecker,452
8858-2,Auto Engines,244
8859-1,Tractor,614
8860-1,Car Chassis,676
886-1,Space Buggy,20
8862-1,Backhoe Grader,679
8863-1,Blizzard's Peak,502
8864-1,Desert of Destruction,964
8865-1,Test Car,900
8866-1,Train Motor (RC),7
8867-1,Flexible Train Track,64
8868-1,Airtech Claw Rig,979
8869-1,Power Functions Control Switch,1
8870-1,Power Functions Light,1
8871-1,Power Functions Extension Wire 50cm,1
8872-1,Forklift Transporter,763
8873-1,Fireball Catapult,45
8874-1,Battle Wagon,126
8875-1,King's Siege Tower,131
8876-1,Scorpion Prison Cave,279
8877-1,Vladek's Dark Fortress,987
8878-1,Rechargeable Battery Box,1
8879-1,IR Speed Remote Control,1
8880-1,Super Car,1345
8881-1,Power Functions Battery Box,1
8882-1,Power Functions XL-Motor,1
8883-1,Power Functions M-Motor,1
8884-1,Power Functions IR Receiver,1
8885-1,Power Functions IR Remote Control,1
8886-1,Power Functions Extension Wire,1
8887-1,Power Functions Transformer 10VDC,1
8888-1,Idea Book 8888,1
8889-1,Idea Book 8889,1
8890-1,Idea Book 8890,1
889-1,Radar Truck,29
8891-1,"Idea Book 8891, Technic",1
8892-1,Piraka Outpost,211
8893-1,Lava Chamber Gate,375
8894-1,Piraka Stronghold,649
8896-1,Snake Canyon,56
8897-1,Jagged Jaws Reef,190
8898-1,Wreckage Road,267
8899-1,Gator Swamp,329
8900-1,Reidak,41
890-1,Windup Motor,10
8901-1,Hakann,42
890-2,"Lockable Storage Box, Empty",1
8902-1,Vezok,41
8903-1,Zaktan,42
8904-1,Avak,41
8905-1,Thok,42
8907-1,Rock Hacker,29
8908-1,Monster Launcher,15
8909-0,Team GB Minifigures [Random Bag],0
8909-1,Brawny Boxer - Team GB,6
8909-17,Team GB Minifigures - Complete Set,9
8909-18,Team GB Minifigures - Sealed Box,60
8909-2,Stealth Swimmer - Team GB Complete Set with Stand and Accessories,6
8909-3,Relay Runner - Team GB Complete Set with Stand and Accessories,7
8909-4,Judo Fighter - Team GB Complete Set with Stand and Accessories,6
8909-5,Tactical Tennis Player - Team GB Complete Set with Stand and Accessories,7
8909-6,Flexible Gymnast - Team GB Complete Set with Stand and Accessories,9
8909-7,Wondrous Weightlifter - Team GB Complete Set with Stand and Accessories,9
8909-8,Horseback Rider - Team GB Complete Set with Stand and Accessories,6
8909-9,Agile Archer - Team GB Complete Set with Stand and Accessories,7
8910-1,Toa Mahri Kongu,63
891-1,Two-Man Scooter,39
8911-1,Toa Mahri Jaller,67
8912-1,Toa Mahri Hewkii,61
8913-1,Toa Mahri Nuparu,58
8914-1,Toa Mahri Hahli,58
891501-1,Ninjago Kai,9
891503-1,Cole polybag,11
891504-1,Weapon Rack,25
891505-1,Jay,9
891507-1,Zane foil pack,9
8915-1,Toa Mahri Matoro,62
8916-1,Takadox,62
891610-1,Clouse foil pack,8
891611-1,Cole foil pack,16
891613-1,Kai’s dragon,21
8917-1,Kalmah,53
8918-1,Carapar,50
8919-1,Mantax,58
8920-1,Ehlek,54
8921-1,Pridak,47
8922-1,Gadunka,176
8923-1,Hydraxon,165
8924-1,Maxilos and Spinax,256
8925-1,Barraki Deepsea Patrol,200
8926-1,Toa Undersea Attack,357
8927-1,Toa Terrain Crawler,603
8929-1,Defilak,37
8930-1,Dekar,37
8931-1,Thulox,39
8932-1,Morak,40
8934-1,Squid Ammo,7
8935-1,Nocturn,114
8939-1,Lesovikk,149
8940-1,Karzahni,373
894-1,Mobile Ground Tracking Station,79
8941-1,Rockoh T3,388
8942-1,Jetrax T6,420
8942-2,Jetrax T6 Limited Edition,420
8943-1,Axalara T9,694
8944-1,Tanma,14
8945-1,Solek,14
8946-1,Photok,14
8947-1,Radiak,16
8948-1,Gavla,14
8949-1,Kirop,14
895-1,Windup Motor,10
8952-1,Mutran & Vican,90
8953-1,Makuta Icarax,159
8954-1,Mazeka,301
8956-1,Stone Chopper,33
8957-1,Mine Mech,69
8958-1,Granite Grinder,96
8959-1,Claw Digger,199
8960-1,Thunder Driller,237
8961-1,Crystal Sweeper,479
8962-1,Crystal King,169
8963-1,Rock Wrecker,224
8964-1,Titanium Command Rig,708
8967-1,Gold Tooth's Getaway,67
8968-1,River Heist,202
8969-1,4-Wheeling Pursuit,318
8970-1,Robo Attack,412
897-1,Mobile Rocket Launcher,77
8971-1,Aerial Defense Unit,698
8972-1,Atakus,13
8973-1,Raanu,14
8974-1,Tarduk,17
8975-1,Berix,15
8976-1,Metus,14
8977-1,Zesk,16
8978-1,Skrall,50
8979-1,Malum,59
8980-1,Gresh,55
8981-1,Tarix,57
8982-1,Strakk,46
8983-1,Vorox,51
8984-1,Stronius,55
8985-1,Ackar,55
8986-1,Vastus,52
8987-1,Kiina,43
8988-1,Gelu,52
8989-1,Mata Nui,52
8990-1,Fero and Skirmix,148
8991-1,Tuma,187
8992-1,Cendox V1,151
8993-1,Kaxium V3,251
8994-1,Baranus V7,263
8995-1,Thornatus V9,438
8996-1,Skopio XV-1,848
8998-1,Toa Mata Nui,366
900-1,Universal Motor Set,24
9001-2,Medium Blue Storage Bin (16.5in x 12in x 6in),1
900-2,4 Small Wheels with Accessories,12
901-1,4.5V Motor Set,31
901-2,2 Large Wheels with Accessories,7
901503-1,Krait Polybag,7
90-2,Educational Box - Empty,1
9020-1,LEGO Soft Starter Set,84
902-1,5 Turntables,5
9021-1,Medium set of Soft Bricks,52
9022-1,Extra Soft Bricks,32
9023-1,Soft Brick Activity Set,7
9027-1,Duplo Bulk Set,144
903-1,Train Wheels and Couplers,10
906-1,12 doors and 5 hinges,17
9089-1,Tubes Experiment Set,150
9090-1,XL Duplo Bulk Set,564
9091-1,Playhouse Set,125
9092-1,Crazy Demon,85
9093-1,Bone Cruncher,86
9094-1,Star Striker,88
9095-1,Nitro Predator,86
1-Sep,Universal Building Set,116
910-1,Universal Building Set,318
911-1,Universal Building Set,401
911506-1,Null Set-Use SW911506-1,1
911609-1,Naboo Starfighter,34
911611-1,AAT,37
911613-1,TIE Bomber,26
911614-1,Yoda's Hut,29
911615-1,AT-AT,48
911618-1,Flash Speeder,43
912-1,Universal Building Set,471
914-1,"Windows, Red",10
914-2,"Windows, White",10
915-1,6 bricks with 16 and 20 studs and 3 Angle Bricks White/Red,9
915-2,6 bricks with 16 and 20 studs and 3 Angle Bricks Blue/Yellow,9
918-1,Space Transport,86
918-2,21 8-Stud Bricks,126
918-black-2,21 Black 2x4 Bricks,21
918-blue-2,21 Blue 2x4 Bricks,21
918-red-2,21 Red 2x4 Bricks,21
918-tclear-2,21 Trans-Clear 2x4 Bricks,21
918-white-2,21 White 2x4 Bricks,21
918-yellow-2,21 Yellow 2x4 Bricks,21
919-1,"31 bricks with 2, 4 and 6 studs",186
2-Sep,Trees & Flowers,18
920-2,Alpha-1 Rocket Base,187
9209-1,Community Services Set,130
9213-1,Dinosaurs Set,95
9217-1,Farm Set,150
9218-1,Wild Animals Set,96
922-1,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",28
922-2,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Blue/Yellow]",28
9222-1,Duplo World People,16
922-3,"28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",28
9224-1,Duplo Community People,21
9227-1,Farm,104
9230-1,Duplo Town Set,204
923-1,"50 bricks, curved and round",150
924-1,Space Cruiser,172
9241-1,Wheels Set,360
9243-1,Doors Windows and Roof Tiles,270
9247-1,Community Workers,133
9247-2,Community Workers,218
9248-1,Bonus Lego Basic Town,2
9249-1,LEGO Basic Airport,0
9251-1,Lego Basic Just Bricks,576
9255-1,Basic Set,185
9256-1,"Faces, Fences, Wheels and Windows",110
926-1,Command Centre (Center),177
9279-2,Small Lego System Baseplates,9
9280-1,Giant Lego Dacta Basic Set,1417
928-1,Galaxy Explorer,342
9286-1,Large Building Plates,4
9287-1,Bonus Lego Basic Town,2472
9293-1,Community Workers,80
3-Sep,Magnetic Train Couplers,4
930-1,Red Bricks,45
9301-1,Road Signs,172
9302-1,Creator Community Builders,1690
9303-1,Creator Community Builders,1184
9305-1,Jack Stone Transportation,4
9306-1,Creator Bulk,610
9310-1,Dinosaurs Set,4
931-1,White Bricks,45
9311-1,City Buildings Set,815
9314-1,Rescue Service Set,1493
9320-1,Voyage into Space,637
932-1,Blue and Yellow Bricks,45
9322-1,Town Developers Set,1835
9324-1,Micro Building Set,1657
933-1,Doors and Windows,38
9331-1,BuildToExpress Set,207
9333-1,Vehicles,934
9334-1,Animals,1082
9335-1,Space & Airport Set,1182
9337-1,Harbor Set,906
9338-1,LEGO SERIOUS Play mini-kit,57
934-1,"Roof Bricks, 45 Degrees",58
9348-1,Community Minifigures,264
9349-1,Fairytale and Historic Minifigures,232
935-1,"Roof Bricks, 33 Degrees",43
9353-1,Dacta Theme Set,900
9354-1,Town Street Theme,488
9355-1,Dacta Space Theme Set,559
9356-1,Town Environment,639
9360-1,{Roadplates and Scenery},85
936-1,Wheels and Tires,20
9361-1,People,174
9362-1,Road Plates,8
9364-1,Hospital,584
9365-1,Lego Dacta Community Vehicles,739
9369-1,Lego Dacta Community Vehicles,6
9370-1,Lego System Road Plates,10
937-1,Doors and Fences,34
9371-1,Town Vehicles,353
9373-1,Lego System Road Plates,5
9376-1,Lego Dacta Castle Set,337
9377-1,Lego Dacta Adventurers Set,3
9380-1,Lego Technic Racers,5
938-1,"Plates, Hinges and Turntables",17
9384-1,Bricks,884
9385-1,Sceneries Set,1229
9386-1,Doors Windows & Roof Tiles,278
9387-1,Wheels Set,286
9388-1,Small building plates,22
9389-1,Community Starter Set,1903
9390-1,Mini Tow Truck,138
939-1,"Flags, Trees and Road Signs",17
9391-1,Mini Crane,218
9392-1,Quad Bike,198
9393-1,Tractor,353
9394-1,Jet Plane,508
9395-1,Pick-Up Tow Truck,953
9396-1,Helicopter,1055
9397-1,Logging Truck,1311
9398-1,4 x 4 Crawler,1326
940-1,"Flags, Signs and Trees",17
941-1,Black and Clear Bricks,48
9440-1,Venomari Shrine,86
9441-1,Kai’s Blade Cycle,187
9442-1,Jay's Storm Fighter,242
9443-1,Rattlecopter,309
9444-1,Cole’s Tread Assault,285
9445-1,Fangpyre Truck Ambush,451
9446-1,Destiny's Bounty,683
9447-1,Lasha's Bite Cycle,248
9448-1,Samurai Mech,451
9449-1,Ultra Sonic Raider,620
9450-1,Epic Dragon Battle,900
9452-1,Giant Lego Topic Set,2195
9453-1,Universal School Set,697
9454-1,Function Set,350
9455-1,Fangpyre Mech,246
9456-1,Spinner Battle Arena,408
9457-1,Crane Wrecking Ball,414
9461-1,The Swamp Creature,70
9462-1,The Mummy,91
9463-1,The Werewolf,243
9464-1,The Vampire Hearse,313
9465-1,The Zombies,447
9466-1,The Crazy Scientist & His Monster,429
9467-1,The Ghost Train,741
9468-1,The Vampyre Castle,942
9469-1,Gandalf Arrives,83
9470-1,Shelob Attacks,227
9471-1,Uruk-hai Army,257
9472-1,Attack on Weathertop,429
9473-1,The Mines of Moria,780
9474-1,The Battle of Helm’s Deep,1365
9476-1,The Orc Forge,362
9478-1,Fransesco Bernoulli,49
9479-1,Ivan Mater,52
9480-1,Finn McMissile,52
948-1,Go-Kart,211
9481-1,Jeff Gorvette,54
9483-1,Agent Mater’s Escape,144
9484-1,Red’s Water Rescue,198
9485-1,Ultimate Race Set,279
9486-1,Oil Rig Escape,421
9488-1,Elite Clone Trooper & Commando Droid Battle Pack,105
9489-1,Endor Rebel Trooper & Imperial Trooper Battle Pack,77
9490-1,Droid Escape,136
9491-1,Geonosian Cannon,133
9492-1,TIE Fighter,413
9493-1,X-wing Starfighter,559
9494-1,Anakin's Jedi Interceptor,299
9495-1,Gold Leader's Y-wing Starfighter,457
9496-1,Desert Skiff,220
9497-1,Republic Striker Starfighter,378
9498-1,Saesee Tiin's Jedi Starfighter,243
9499-1,Gungan Sub,464
9500-1,Sith Fury-class Interceptor,746
950-1,Fork Lift,216
9509-1,"Advent Calendar 2012, Star Wars",25
9509-10,"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",4
9509-11,"Advent Calendar 2012, Star Wars (Day 10) - AT-AT Walker",13
9509-12,"Advent Calendar 2012, Star Wars (Day 11) - Hoth Blaster Station",6
9509-13,"Advent Calendar 2012, Star Wars (Day 12) - Hoth Rebel Trooper",6
9509-14,"Advent Calendar 2012, Star Wars (Day 13) - Gonk Droid (GNK Power Droid)",14
9509-15,"Advent Calendar 2012, Star Wars (Day 14) - General Grievous Weapon Depot",10
9509-16,"Advent Calendar 2012, Star Wars (Day 15) - Snowtrooper",4
9509-17,"Advent Calendar 2012, Star Wars (Day 16) - Naboo Royal Shuttle",18
9509-18,"Advent Calendar 2012, Star Wars (Day 17) - Flash Speeder",14
9509-19,"Advent Calendar 2012, Star Wars (Day 18) - Rebel Scout Trooper",5
9509-2,"Advent Calendar 2012, Star Wars (Day 1) - Gungan Sub",13
9509-20,"Advent Calendar 2012, Star Wars (Day 19) - Trade Federation AAT",15
9509-21,"Advent Calendar 2012, Star Wars (Day 20) - General Grievous Starfighter",14
9509-22,"Advent Calendar 2012, Star Wars (Day 21) - Super Battle Droid",4
9509-23,"Advent Calendar 2012, Star Wars (Day 22) - Sith Infiltrator",15
9509-24,"Advent Calendar 2012, Star Wars (Day 23) - Snowman R2-D2",8
9509-25,"Advent Calendar 2012, Star Wars (Day 24) - Santa Darth Maul",7
9509-3,"Advent Calendar 2012, Star Wars (Day 2) - Gungan Soldier",3
9509-4,"Advent Calendar 2012, Star Wars (Day 3) - Gungan Battle Depot",8
9509-5,"Advent Calendar 2012, Star Wars (Day 4) - Star Destroyer",14
9509-6,"Advent Calendar 2012, Star Wars (Day 5) - Trade Federation MTT",9
9509-7,"Advent Calendar 2012, Star Wars (Day 6) - Battle Droid Security",5
9509-8,"Advent Calendar 2012, Star Wars (Day 7) - Naboo Starfighter",16
9509-9,"Advent Calendar 2012, Star Wars (Day 8) - Vulture Droid",9
951-1,Bulldozer,372
951178-1,Basic Bricks,18
951-2,Lego TC logo Starter Pack,16
9515-1,Malevolence,1098
9516-1,Jabba’s Palace,716
952-1,Tractor,322
9525-1,Pre Vizsla's Mandalorian Fighter,399
9526-1,Palpatine’s Arrest,646
9530-1,Letters Set,134
9531-1,Numbers and Mosaics Set,352
954-1,Sky Copter,364
9544-1,Math Machines Set,554
955-1,Mobile Crane,512
9551-1,Kendo Cole,28
9552-1,Lloyd Garmadon,26
9553-1,Jay ZX,29
9554-1,Zane ZX,38
9555-1,Mezmo,32
9556-1,Bytar,25
9557-1,Lizaru,25
9558-1,Training Set,218
956-1,Auto Chassis,603
9561-1,Kai ZX,21
9562-1,Lasha,21
9563-1,Kendo Zane,35
9564-1,Snappa,20
9566-1,Samurai X,23
9567-1,Fang-Suei,21
9569-1,Spitta,20
9570-1,NRG Jay,20
9571-1,Fangdam,19
9572-1,NRG Cole,15
9573-1,Slithraa,15
9574-1,Lloyd ZX,18
9579-1,Starter Set,53
9580-1,WeDo Robotics Construction Set,157
9581-1,WeDo Robotics USB Hub,1
9583-1,WeDo Robotics Motion Sensor,1
9584-1,WeDo Robotics Tilt Sensor,1
9585-1,LEGO® Education WeDo Resource Set,326
9590-1,NRG Zane,24
9591-1,Weapon Pack,73
9594-1,Green City,1356
960-1,Power Pack,22
9604-1,LEGO TECHNIC and Pneumatic elements,128
9605-1,4.5V Technic Resource Set,1534
9607-1,Technology Activity Set,318
9608-1,Teacher's Guide for Technology Group Activity Set,16
9609-1,Technology Resource Set,1730
9610-1,Gear Set,76
961-1,Expert Builder/Gear Parts,78
9612-1,Lever Set,63
9614-1,Pulley Set,77
9615-1,Motor Add-On for Simple Mechanisms,3
9616-1,Wheels and Axles Mini Set,82
9617-1,Pneumatics I: Introduction to Air Power Set,97
9618-1,Structures Set,439
9628-1,Mechanisms Power Add-On Set,3
9630-1,Simple Mechanisms Set,218
9631-1,Simple and Motorized Machines Activity Pack,24
9632-1,Science & Technology Base Set,341
9633-1,Advanced Air Power Set,217
9636-1,Solar Add-on,3
9637-1,Speed Computer Add-on,2
9640-1,Gears Classroom Pack,0
964-1,"10 building plates 2 x 8, 4 x 8, 6 x 8",10
9641-1,Mechanisms Pneumatics Add-On Set,31
9642-1,Levers Classroom Pack,0
9644-1,Pulley Classroom Pack,0
9645-1,Motorized Simple Machines Set,2
9646-1,Wheel and Axle Classroom Pack,0
9648-1,Education Resource Set [NXT Supplemental Set],674
9649-1,Technology Resource Set,1154
9650-1,Scenery Resource Set,717
9656-1,Early Simple Machines Set,99
9657-1,FIRST LEGO League Challenge 2012 - Senior Solutions,1612
9660-2,Motorized Mechanisms Set,2
9664-1,FIRST LEGO League Challenge 2013 - Nature's Fury,1995
9665-1,Mechanical Engineering Set,315
9667-1,Solar Panel,1
9668-1,Energy Display,1
9669-1,Electric Battery Box 9V 150 mAh (Rechargeable),1
9670-1,E-Motor with Gear Reduction Ratio 9.5 : 1,1
9674-1,Naboo Starfighter & Naboo,56
9675-1,Sebulba's Podracer & Tatooine,80
9676-1,TIE Interceptor & Death Star,65
9677-1,X-wing Starfighter & Yavin 4,77
9678-1,Twin-pod Cloud Car & Bespin,78
9679-1,AT-ST & Endor,65
9681-1,eLAB Renewable Energy Set,713
9684-1,Renewable Energy Set II,732
9685-1,Green Car Set,47
9686-1,Simple and Motorized Mechanisms Base Set,389
9688-1,Renewable Energy Add-On Set,12
9689-1,Simple Machines Set,194
9693-1,"Rechargeable Battery for Lego Mindstorms NXT, DC plug",1
9694-1,NXT Color Sensor,1
9695-1,Mindstorms Education Resource Set,816
9696-1,FIRST LEGO League Challenge 2010 - Body Forward v46,1515
9697-1,FIRST LEGO League Challenge 2011 - Food Factor,2115
9698-1,FIRST LEGO League Challenge 2009 - Smart Move,1310
9699-1,FIRST LEGO League Challenge 2008 - Climate Connections,834
970004-1,Yellow Band (Pack of 25),25
970005-1,9-Volt 1 x 2 Lamp Brick (Pack of 2),2
970008-1,1 x 2 Red Bricks (Pack of 50),50
970009-1,1 x 2 Blue Plates (Pack of 100),100
9700-1,Technic Control Center,472
970010-1,Hubs Gray (Pack of 50),50
970017-1,14-Tooth Beveled Gears (Pack of 100),100
970018-1,Gray Pulley Wheel (Pack of 50),50
970021-1,Red Rover Tires and Hubs (4 tires 4 hubs),8
970028-1,Shock Absorber (Pack of 10),10
970030-1,Lift Arm (Pack of 50),50
970036-1,2 x 2 Angle Plate (Pack of 25),25
970039-1,Lever Arm (Pack of 50),50
970040-1,Caterpillar Hub and Tread (Set of 2 treads 4 Hubs),6
970041-1,128 MM Connecting Leads (Pack of 3),3
970042-1,Piston Rod (Pack of 75),75
970043-1,Small Half Beam (Pack of 100),100
970047-1,Large Tire and Hub (2 tires 2 hubs),4
970098-1,Special Elements for Control Lab Set,125
970-1,Lighting Bricks,17
9701-1,Control Lab Building Set,565
970110-1,Pneumatic T-Pieces (Pack of 25),25
970111-1,Large Lawn Tire & Hub (4 tires 4 hubs),8
970112-1,Small Lawn Tire & Hub (4 tires 4 hubs),8
970113-1,Tire Pack (Set of 8),8
970115-1,1280 mm Connecting Leads (Pack of 3),3
970116-1,12 Tooth Double Bevel Gears (Pack of 25),25
970117-1,Pneumatic Hand Pump (Pack of 2),2
970118-1,Pneumatic Cylinder (Set of 2 small),2
970119-1,Pneumatic Tubing Service Pack,2
970120-1,Black Bands (Pack of 50),25
970121-1,Red Bands (Pack of 25),25
970122-1,Small White Bands (Pack of 24),24
970-2,47 1/3 elements (plates),141
9702-1,Control System Building Set,222
970600-1,1 x 2 Plate with Slides (Pack of 100),100
970601-1,Small Pulleys (Pack of 100),100
970602-1,Bushings (Pack of 100),100
970603-1,Connector Pegs (Pack of 100),100
970604-1,Friction Connector Pegs (Pack of 100),100
970605-1,Long Black Connector Pegs (Pack of 100),100
970606-1,Connector Pegs with Axles (Pack of 100),100
970607-1,Connector Pegs with Knobs (Pack of 100),100
970608-1,Connector Pegs (Pack of 100),100
970609-1,2-Stud Axles with Grooves (Pack of 100),100
970610-1,3-Stud Axles (Pack of 100),100
970611-1,Cross Axles with Knobs (Pack of 100),100
970612-1,4-Stud Axles (Pack of 50),50
970613-1,5-Stud Axles (Pack of 50),50
970614-1,6-Stud Axles (Pack of 50),50
970615-1,8-Stud Axles (Pack of 50),50
970616-1,10-Stud Axles (Pack of 50),50
970617-1,12-Stud Axles (Pack of 50),50
970618-1,Axle Extenders (Pack of 50)  {Axle Joiners},50
970619-1,Catches {Technic Pole Reverser Handles},50
970620-1,8 Tooth Gears (Pack of 100) 'Spur' Gears,100
970621-1,12 Tooth Bevel Gears (Pack of 50),50
970622-1,16 Tooth Gears (Pack of 50),50
970623-1,20 Tooth Double Bevel Gears (Pack of 25),25
970624-1,24-Tooth Crown Gears,50
970625-1,24 Tooth Gears (Pack of 50),50
970626-1,Technic Clutches,10
970627-1,40 Tooth Gears (Pack of 25),25
970628-1,Cross Blocks (Pack of 50),50
970629-1,Catches with Cross Holes (Pack of 50),50
970630-1,Pulleys (For micromotor pack of 10),10
970631-1,Bricks with Cross (axle) Holes (Pack of 50),50
970632-1,1 x 2 Beams,50
970633-1,1 x 4 Beams,30
970634-1,1 x 6 Beams,30
970635-1,1 x 8 Beams,20
970636-1,1 x 10 Beams,20
970637-1,1 x 12 Beams,10
970638-1,1 x 16 Beams,10
970639-1,2 x 2 Skid Plates (Pack of 50),50
970640-1,Tacho Wheels (Pack of 20),20
970641-1,Gear Casings (Pack of 10 contained 20 prior to 2005 Dacta catalog),10
970643-1,Bobbins {Technic Reels},25
970645-1,Chain Links,100
970646-1,Gear Blocks (Pack of 5),5
970653-1,Pole Reversing Switch,1
970654-1,9-Volt Connecting Leads (One each of 128mm 256 mm 1280 mm),3
970658-1,Air Storage Tanks,2
970659-1,Pneumatic Parts,5
970660-1,O-Ring and Pulley Wheels,50
970661-1,Skeleton and Ghost for Amusement Park Set,70
970662-1,Steering Wheels (Pack of 25),25
970663-1,Pneumatic Switch (Pack of 5),5
970665-1,Universal Joints (Pack of 10),10
970669-1,Special Elements for Simple Machines Set,49
970670-1,Special Elements for Team Challenge Set,292
970671-1,Special Elements for Cities and Transportation Set,119
970672-1,Special Elements for Amusement Park Set,78
970673-1,Special Elements for ROBO Technology Set,71
970674-1,Car Project Set,79
970675-1,House Project Set,80
970676-1,Bug Project Set,83
970677-1,Gadget Project Set,48
970678-1,Special Elements for eLAB Renewable Energy Set,315
970679-1,Special Elements For Mechanical Engineering Set,130
970680-1,Special Elements for Early Simple Machines Set,19
970683-1,Black Plates - Large Package,165
970684-1,Wheels (Tires hubs axle plates and bricks),184
970686-1,Roof Tiles,180
970687-1,Team Challenge Upgrade Kit,95
9707-1,Intelligent House Building Set,164
9709-1,RCX Programmable Brick,1
971-1,52 flat tile bricks,156
9713-1,Infrared Transmission Tower,2
9719-1,"Robotics Invention System, Version 1.0",736
9723-1,Cities and Transportation,394
9725-1,ROBOLAB Amusement Park Set,248
9730-1,RoboSports,91
9731-1,Vision Command [RCX Digital Colour Camera],139
9732-1,Extreme Creatures,148
9735-1,Robotics Discovery Set,390
9736-1,Exploration Mars,158
9738-1,Remote Control,1
9742-1,Photosynthesis Student Set,74
9743-1,Chromosomes - Student Set,136
9747-1,"Robotics Invention System, Version 1.5",729
9748-1,Droid Developer Kit,658
9749-1,NXT Temperature Sensor,1
9750-1,LEGO Interface,4
9751-1,Control Lab Serial Interface & Adapter,2
9752-1,Technic Control Center II,14
9753-1,TECHNIC Control Center [Dacta Kit],14
9754-1,Dark Side Developers Kit,578
9755-1,Temperature Sensor,1
9756-1,Rotation Sensor,1
9757-1,Touch Sensor with Cable,2
9758-1,Light Sensor 9V,1
9761-1,FIRST LEGO League Challenge 2004 - No Limits,1437
9762-1,FIRST LEGO League Challenge 2005 - Ocean Odyssey,1471
9763-1,FIRST LEGO League Challenge 2006 - Nano Quest,1505
9764-1,FIRST LEGO League Challenge 2007 - Power Puzzle,1575
9767-1,Interface Card/Cable for Apple IIe and IIGS,1
9771-1,Interface Card and Cable for TC Logo - IBM compatible,3
9776-1,Pneumatic Circuit,4
9780-1,ROBOLAB Starter Building Set,1712
9780545703307-1,Klutz: LEGO Chain Reactions,39
9781409350545-1,LEGO Legends of Chima: Character Encyclopedia,0
9783-1,Infrared Transmitter with USB Cable,2
9784-1,FIRST LEGO League Challenge 2001 - Arctic Impact,1388
9785-1,Robo Technology Set [Serial Cable],221
9786-1,Robo Technology Set [USB Cable],221
9789-2,FIRST LEGO League Challenge 2002 - City Sights,1017
9790-1,ROBOLAB Team Challenge Set (Serial),727
9793-1,ROBOLAB Team Challenge Set Version 2.5 [Serial Transmitter],833
9794-1,ROBOLAB Team Challenge Set Version 2.5 [USB],832
9795-1,ROBOLAB Intelligent House Building Set,164
9797-1,LEGO MINDSTORMS Education NXT Base Set,434
979760-1,Mars Exploration,810
9798-1,NXT Rechargeable Battery,1
9799-1,Sensor Adaptor for Mindstorms NXT to Vernier,0
980-1,"23 sloping bricks, including roof peak bricks, Red",23
980-2,"23 sloping bricks, including roof peak bricks, Blue",23
981-1,"34 sloping profile bricks, including profile peak bricks, Red",39
981-2,"34 sloping profile bricks, including profile peak bricks, Blue",39
9820-1,Geared Turntable,64
9822-1,Beams (Red),68
9823-1,Beams (Blue),68
9824-1,Beams (Yellow),68
9825-1,Pneumatic Elements,3
9826-1,Pneumatic Tubing,1
9831-1,Battery Box with Switch - 9v,1
9833-1,AC Adapter 230V - 10V Transformer,1
9833-2,"AC Adapter, 120V - 10V Transformer",1
9833-3,AC Adapter 230V - 10V Transformer Type G Plug (British),1
9840-1,X-Large Blue Storage Bin (16.5in x 12in x 10in),2
9841-1,NXT Intelligent Brick,1
9842-1,NXT Servo Motor,1
9843-1,NXT Touch Sensor,1
9844-1,NXT Light Sensor,1
9845-1,NXT Sound Sensor,1
9846-1,NXT Ultrasonic Sensor,1
9847-1,Activity Cards for Non-Motorized Simple Machines (979630),19
9847-2,NXT Bluetooth Dongle,0
9848-1,Lamps and Fittings,9
9849-1,9V Micromotor,4
985-1,Lighting Device Parts Pack,4
9851-1,Assortment of Connectors,453
9852-1,Chain Link Pack,229
9853-1,Assortment of Gears,122
9854-1,Worm Gear Pack,22
9855-1,Assortment of Tires/Wheels,56
9856-1,Assortment of Cross Axles,124
9857-1,Assortment of Plate Pieces,166
9858-1,Assortment of Beams,126
9859-1,TECHNIC Motor 4.5 Volt,1
